"rank","artist","title","releaseYear","listHighestRank","listType","x","y"
1158,"Veldhuis & Kemper","Ik Wou Dat Ik Jou Was",2003,2,"top40",1578.7,200.56
1159,"Queens Of The Stone Age","Go With The Flow",2002,5,"tip",1553.38,226.6
1160,"Elvis Presley","Love Me Tender",1956,9,"tip",419.48,250.83
1161,"J.J. Cale","Cocaine",1973,0,"",843.75,257.93
1162,"Patrick Bruel","Casser La Voix (Live)",1992,8,"top40",1316.54,298.47
1163,"Melanie","Beautiful People",1969,9,"top40",746.84,145.84
1164,"Labi Siffre","(Something Inside) So Strong",1987,3,"top40",1167.5,279.96
1165,"The Dave Brubeck Quartet","Take Five",1962,15,"top40",565.64,247.1
1166,"Little River Band","It's A Long Way There",1976,13,"top40",896.42,198.79
1167,"John Denver","Calypso",1975,2,"top40",916.49,314.51
1168,"Mike & The Mechanics","The Living Years",1989,20,"top40",1229.17,296
1169,"Electric Light Orchestra","Don't Bring Me Down",1979,5,"top40",981.26,358.9
1170,"Status Quo","Rockin' All Over The World",1977,13,"top40",950.76,349.05
1171,"Jett Rebel","Louise",2014,0,"",1848.83,302.18
1172,"Stone Temple Pilots","Plush",1993,20,"top40",1343.05,253.05
1173,"Spandau Ballet","Gold",1983,2,"top40",1081.18,187.02
1174,"Herbert Grönemeyer","Mensch",2004,0,"",1604.42,268.29
1175,"Coldplay","Talk",2005,1,"top40",1638.04,188.02
1176,"Stevie Wonder","Sir Duke",1977,21,"top40",923.17,308.96
1177,"Creedence Clearwater Revival","Proud Mary",1969,11,"top40",715.48,369.49
1178,"Eva Cassidy","Songbird",1998,0,"",1449.74,291.57
1179,"Gavin James","The Book Of Love",2015,35,"top40",1883.41,261.51
1180,"Scott McKenzie","San Francisco",1967,1,"top40",666.3,331.56
1181,"Al Green","Let's Stay Together",1971,0,"",782.82,100.66
1182,"Marco Borsato","Ik Leef Niet Meer Voor Jou",1996,8,"top40",1414,226.62
1183,"Marco Borsato","De Waarheid",1996,2,"top40",1407.38,210.24
1184,"The Beach Boys","Tears In The Morning",1970,6,"top40",736.14,234.66
1185,"Frank Sinatra","It Was A Very Good Year",1965,0,"",633.89,320.13
1186,"The Dubliners","Wild Rover",1964,0,"",601.7,216.14
1187,"Thin Lizzy","Boys Are Back In Town",1976,0,"",913.52,354.87
1188,"Clannad","Theme From Harry's Game",1983,9,"top40",1102.71,287.83
1189,"Percy Sledge","When A Man Loves A Woman",1966,12,"top40",657.2,180.44
1190,"John Lennon","Working Class Hero",1970,0,"",762.78,217.61
1191,"Paul McCartney & Wings","Live And Let Die",1973,27,"top40",848.19,176.37
1192,"Fleetwood Mac","Oh Well - Part 1",1969,1,"top40",726.64,143.15
1193,"Marvin Gaye","Let's Get It On",1973,0,"",845.87,358.16
1194,"Nits","Nescio",1983,8,"top40",1090.51,199.34
1195,"Portishead","Glory Box",1994,31,"top40",1346.08,302.25
1196,"Beyoncé","Listen",2007,2,"tip",1668.92,266.21
1197,"Lange Frans & Baas B","Het Land Van…",2005,1,"top40",1634.54,226.58
1198,"Paul McCartney & The Frog Chorus","We All Stand Together",1985,12,"top40",1154.85,211.97
1199,"Kenny B.","Parijs",2015,1,"top40",1903.33,257.22
1200,"Coldplay","In My Place",2002,3,"tip",1559.73,212.55
1201,"James Taylor","Fire And Rain",1970,24,"top40",740.75,309.06
1202,"Counting Crows","A Long December",1996,12,"tip",1395.06,241.66
1203,"David Bowie","Young Americans",1975,0,"",884.26,300.71
1204,"James Blunt","Goodbye My Lover",2005,4,"top40",1623.61,292.68
1205,"Doe Maar","Smoorverliefd",1981,12,"tip",1028.47,277.28
1206,"Michael Jackson","Don't Stop Till You Get Enough",1979,2,"top40",1006.54,299.29
1207,"Jonathan Jeremiah","Happiness",2011,11,"tip",1776.25,214.33
1208,"Heart","Barracuda",1977,4,"tip",944.61,230.66
1209,"Whitney Houston","One Moment In Time",1988,6,"top40",1203.12,263.94
1210,"Chicago","25 Or 6 To 4",1970,13,"top40",765.86,324.4
1211,"The Rolling Stones","Miss You",1978,2,"top40",952.9,230.37
1212,"Blaudzun","Promises Of No Man's Land",2014,33,"top40",1858.63,328.07
1213,"Kim Wilde","Cambodia",1981,2,"top40",1057.14,259.11
1214,"Duran Duran","Save A Prayer",1985,19,"top40",1139.6,270.2
1215,"Gigi D'agostino","L'amour Toujours",1999,1,"top40",1466.77,258.24
1216,"War On Drugs","Red Eyes",2014,0,"",1856.03,238.59
1217,"Santana","Europa (Earth's Cry Heaven Smile)",1977,17,"tip",936.64,168.42
1218,"John Legend","Ordinary People",2005,20,"top40",1625.82,300.87
1219,"Barbra Streisand","Guilty",1980,12,"top40",1032.91,291.58
1220,"James Blunt","You're Beautiful",2005,1,"top40",1621.29,200.37
1221,"ABBA","Knowing Me, Knowing You",1977,3,"top40",924.1,202.84
1222,"ABBA","Fernando",1975,1,"top40",885.18,272.92
1223,"Tears For Fears","Sowing The Seeds Of Love",1989,3,"top40",1228.81,263.38
1224,"Paul McCartney & Wings","Mull Of Kintyre",1977,1,"top40",943.27,154.3
1225,"Extreme","More Than Words",1991,1,"top40",1272.15,197.18
1226,"Bob Marley & The Wailers","Stir It Up",1979,2,"top40",996.72,308.37
1227,"Bruno Mars","Just The Way You Are",2010,1,"top40",1742.99,300.18
1228,"Supertramp","Take The Long Way Home",1979,7,"tip",986.89,231.13
1229,"Mumford & Sons","Babel",2013,0,"",1814.81,309.31
1230,"Elton John","Rocket Man",1972,10,"tip",799.78,217.11
1231,"Limp Bizkit","Behind Blue Eyes",2003,4,"top40",1586.09,294.93
1232,"Cuby & The Blizzards","Appleknockers Flophouse",1969,12,"top40",717.64,361.24
1233,"Sting","Moon Over Bourbon Street",1985,0,"",1154.24,313.85
1234,"Arctic Monkeys","Fluorescent Adolescent",2007,0,"",1681.75,243.82
1235,"Golden Earring","Back Home",1970,1,"top40",746.07,175.59
1236,"The Beach Boys","Sloop John B",1966,1,"top40",650.54,160.87
1237,"Bad English","Time Stood Still",1991,7,"top40",1289.13,286.49
1238,"Within Temptation","Faster",2011,19,"top40",1781.4,236.72
1239,"Duran Duran","The Reflex",1984,1,"top40",1110.05,224.26
1240,"Rod Stewart","Maggie May",1971,3,"top40",782.07,331.91
1241,"Paul de Leeuw","Vlieg Met Me Mee",1992,2,"top40",1300.3,350.6
1242,"The Shadows","Apache",1960,0,"",516.84,210.43
1243,"Patti Smith Group","Because The Night",1978,5,"tip",943.12,291.09
1244,"Jeff Wayne","The Eve Of The War",1978,3,"top40",938.6,225.55
1245,"Electric Light Orchestra","Livin' Thing",1976,6,"top40",905.62,376.18
1246,"Bløf","Aanzoek Zonder Ringen",2007,2,"top40",1667.99,257.92
1247,"Is Ook Schitterend","Voltooid Verleden Tijd",1997,6,"top40",1425.99,267.98
1248,"Mr. Probz","Nothing Really Matters",2014,1,"top40",1867.41,260.53
1249,"Outkast","Hey Ya!",2004,22,"top40",1616.45,245.32
1250,"Canned Heat","On The Road Again",1968,5,"top40",686.93,186.93
1251,"Bill Withers","Lovely Day",1978,24,"top40",958.85,322.57
1252,"Paul McCartney & Wings","Maybe I'm Amazed",1977,22,"tip",948.71,237.53
1253,"Bee Gees","Tragedy",1979,4,"top40",988.28,307.18
1254,"James Taylor & Mark Knopfler","Sailing To Philadelphia",2000,0,"",1496.54,308.67
1255,"Barbra Streisand","Papa Can You Hear Me?",1983,0,"",1085.64,276.27
1256,"Level 42","Lessons In Love",1986,2,"top40",1166.94,232.55
1257,"Melissa Etheridge","Like The Way I Do (live)",1993,20,"top40",1337.65,219.59
1258,"Joe Bonamassa","Dust Bowl",2011,0,"",1777.72,192.05
1259,"Beyoncé","Single Ladies",2008,8,"top40",1695.89,305.45
1260,"Marc Cohn","Walking In Memphis",1991,6,"tip",1290.45,219.21
1261,"Curtis Mayfield","Move On Up",1971,0,"",779.44,207.77
1262,"Live","The Dolphin’s Cry",1999,13,"top40",1492.34,220.23
1263,"House Of Pain","Jump Around",1992,12,"top40",1302.6,167.42
1264,"Maroon 5","She Will Be Loved",2004,6,"top40",1610.47,232.59
1265,"Creedence Clearwater Revival","Born On The Bayou",1969,13,"top40",746.02,360.53
1266,"George Michael & Elton John","Don't Let The Sun Go Down On Me",1991,1,"top40",1276.23,204.28
1267,"The Buoys","Give Up Your Guns",1972,5,"top40",837.92,229.01
1268,"Prince","Most Beautiful Girl In The World",1994,0,"",1368.58,233.06
1269,"U2","Stuck In A Moment",2000,7,"top40",1521.2,281.72
1270,"The Script & will.i.am","Hall Of Fame",2012,17,"top40",1804.29,289.02
1271,"Creedence Clearwater Revival","Long As I Can See The Light",1970,5,"top40",762.03,127.07
1272,"Rare Earth","Get Ready",1970,18,"top40",752.75,180.19
1273,"Zucchero Fornaciari","Senza Una Donna",1988,26,"top40",1206.03,317.47
1274,"Queen","One Vision",1985,21,"top40",1139.68,188.87
1275,"Rufus Wainwright","Going To A Town",2007,0,"",1679.31,235.79
1276,"3JS","Watermensen",2008,6,"tip",1686.75,231.96
1277,"George Michael","Cowboys And Angels",1990,15,"top40",1256.66,287.66
1278,"Maggie MacNeal","Terug Naar De Kust",1976,8,"top40",924.1,194.35
1279,"Lee Towers","You'll Never Walk Alone",1976,5,"top40",887.13,279.77
1280,"Faithless","We Come 1",2001,2,"top40",1531.9,268.64
1281,"Kaiser Chiefs","Ruby",2007,7,"top40",1674.43,296.29
1282,"Bløf","Wat Zou Je Doen",1998,5,"top40",1456.49,217.14
1283,"Ramses Shaffy","Sammy",1966,2,"top40",648.95,187.49
1284,"Matt Simons","With You",2013,8,"top40",1839.38,320.06
1285,"The Beatles","Twist And Shout",1963,0,"",586.83,281.14
1286,"U2","Vertigo",2004,2,"top40",1609.56,240.77
1287,"De Dijk","Mijn Van Straat Geredde Roos",2008,0,"",1704.34,274.44
1288,"Justin Bieber","What Do You Mean",2015,1,"top40",1899.7,264.84
1289,"Ilse DeLange","So Incredible",2008,6,"top40",1693.7,313.41
1290,"Paul de Leeuw & Alderliefste","Une Belle Histoire",2006,38,"top40",1652.83,281.52
1291,"Rush","Spirit Of Radio",1980,0,"",1011.4,309.52
1292,"The Script","Breakeven",2008,4,"tip",1698.13,194.24
1293,"Owl City","Fireflies",2009,1,"top40",1713.97,284.49
1294,"Coldplay","God Put A Smile Upon Your Face",2002,38,"top40",1547.28,191.45
1295,"Moby","Why Does My Heart Feel So Bad?",1999,5,"tip",1488.2,305.98
1296,"Anouk","Three Days In A Row",2009,1,"top40",1707.65,289.92
1297,"Marianne Rosenberg","Ich Bin Wie Du",1976,2,"top40",911.4,214.24
1298,"The Rolling Stones","Honky Tonk Women",1969,4,"top40",741.43,152.37
1299,"OneRepublic","Counting Stars",2013,3,"top40",1819.11,173.8
1300,"Carpenters","(They Long To Be) Close To You",1970,33,"top40",784.65,291.65
1301,"Nina Simone","Feeling Good",1965,0,"",608.79,220.57
1302,"Coolio ft. L.V.","Gangsta's Paradise",1995,1,"top40",1390.67,194.43
1303,"Pet Shop Boys","It's A Sin",1987,3,"top40",1195.24,260.35
1304,"Emerson Lake & Palmer","Lucky Man",1971,12,"top40",776.62,323.52
1305,"Sex Pistols","Anarchy In The Uk",1977,0,"",950.43,324.82
1306,"Michael Jackson","Off The Wall",1979,23,"top40",977.32,212.46
1307,"Lucifer","House For Sale",1975,4,"top40",894.79,297.5
1308,"The Alan Parsons Project","Don't Answer Me",1984,7,"top40",1090.9,340.35
1309,"The B-52'S","Love Shack",1989,18,"top40",1249.91,319.22
1310,"Youssou N'Dour & Neneh Cherry","7 Seconds",1994,2,"top40",1363.04,266.04
1311,"Ph.D.","I Won't Let You Down",1981,1,"top40",1046.48,144.54
1312,"Justin Timberlake","Cry Me A River",2002,7,"top40",1555.66,192.11
1313,"Supertramp","Hide In Your Shell",1974,0,"",856.16,216.65
1314,"Willie Nelson","Always On My Mind",1984,17,"top40",1114.65,343.58
1315,"Madonna","Vogue",1990,2,"top40",1243.99,344.47
1316,"Roberta Flack","The First Time Ever I Saw Your Face",1972,9,"top40",813.11,146.16
1317,"Otis Redding","Try A Little Tenderness",1966,0,"",647.11,306.73
1318,"Marco Borsato","De Bestemming",1998,1,"top40",1462.53,222.53
1319,"Monty Python","Always Look On The Bright Side Of Life",1981,32,"top40",1044.16,252.36
1320,"Don Henley","New York Minute",1989,2,"tip",1252.39,281.61
1321,"Haevn","Finding Out More",2015,25,"top40",1905.09,298.97
1322,"Janis Joplin","Cry Baby",1971,19,"top40",774.97,103.74
1323,"Crash Test Dummies","Mmm Mmm Mmm Mmm",1994,4,"top40",1379.88,233.75
1324,"Kovacs","Diggin",2015,2,"tip",1882.54,294.82
1325,"Bruce Springsteen","Human Touch",1992,5,"top40",1298.03,211.95
1326,"Brainbox","Down Man",1969,13,"top40",733.87,304.64
1327,"Pearl Jam","Daughter",1993,6,"tip",1332.55,305.27
1328,"Bush","Glycerine",1996,35,"top40",1393.6,265.41
1329,"Gorki","Mia",1992,0,"",1324.32,320.74
1330,"Di-Rect","Times Are Changing",2009,11,"top40",1714.45,242.09
1331,"Scorpions","Send Me An Angel",1991,4,"top40",1274.4,355.9
1332,"Dr. Hook","Sylvia's Mother",1972,3,"top40",823.49,251.33
1333,"Pet Shop Boys","West End Girls",1986,3,"top40",1175.17,231.64
1334,"Marco Borsato","Binnen",1999,1,"top40",1473.32,315.31
1335,"Gilbert Becaud","Nathalie",1964,0,"",585.4,227.66
1336,"2Pac","Dear Mama",1998,37,"top40",1475.96,210.04
1337,"Sammy Davis Jr.","Mr. Bojangles",1972,0,"",823.42,244.31
1338,"Electric Light Orchestra","Can't Get It Out Of My Head",1975,19,"top40",865.91,229.42
1339,"Stromae","Tous Les Memes",2013,22,"top40",1836.24,239.83
1340,"Macklemore & Ryan Lewis","Same Love",2013,13,"top40",1831.73,289.21
1341,"Bette Midler","Beast Of Burden",1984,10,"top40",1126.51,272.23
1342,"Niels Geusebroek","Take Your Time Girl",2013,1,"top40",1828.76,269.86
1343,"The Beach Boys","Wouldn't It Be Nice",1966,0,"",657.17,155.79
1344,"De Dijk","Kan Ik Iets Voor Je Doen?",2011,0,"",1767.73,278.34
1345,"The Byrds","Mr. Tambourine Man",1965,3,"top40",639.52,277.24
1346,"Michael Jackson","Stranger In Moscow",1996,9,"top40",1407.5,305.66
1347,"Nina Simone","My Baby Just Cares For Me",1987,1,"top40",1180.92,296.22
1348,"Elvis Presley","An American Trilogy",1972,0,"",818.24,182.98
1349,"Frankie Goes To Hollywood","Relax",1984,5,"top40",1098.23,211.36
1350,"George Michael","Jesus To A Child",1996,3,"top40",1408.93,278.61
1351,"Live","Run To The Water",2000,25,"top40",1506.48,208.81
1352,"Bonnie Raitt","I Can't Make You Love Me",1991,7,"tip",1296.35,290.66
1353,"Green Day","Holiday",2005,8,"tip",1638.18,218.77
1354,"George Michael","A Different Corner",1986,1,"top40",1163.49,239.94
1355,"Barry Manilow","Mandy",1974,0,"",877.95,228.87
1356,"Cyndi Lauper","Time After Time",1984,5,"top40",1114.63,138.43
1357,"Marco Borsato","Dromen Zijn Bedrog",1994,1,"top40",1367.79,221.86
1358,"Phil Collins","You Can't Hurry Love",1982,1,"top40",1049.35,259.23
1359,"Editors","A Ton Of Love",2013,3,"tip",1827.71,196.08
1360,"The Cats","Scarlet Ribbons",1969,3,"top40",726.88,184.63
1361,"The Killers","Somebody Told Me",2004,5,"tip",1602.71,235.79
1362,"John Mayer","Heartbreak Warfare",2010,3,"top40",1741.36,178.32
1363,"Beyoncé","Love On Top",2011,23,"tip",1764.47,333.23
1364,"The Kinks","Waterloo Sunset",1967,1,"top40",677.25,244.68
1365,"Prince","If I Was Your Girlfriend",1987,16,"top40",1201.98,194.55
1366,"The Communards","Don't Leave Me This Way",1986,1,"top40",1189.09,237.28
1367,"P!nk","Family Portrait",2003,5,"top40",1577.93,322.77
1368,"The Beatles","A Hard Day's Night",1964,14,"tip",597.11,303.21
1369,"Allman Brothers Band","Jessica",1976,29,"top40",914.94,237.4
1370,"Fink","Looking Too Closely",2014,2,"tip",1842.26,244.98
1371,"David Sylvian","Forbidden Colours",1983,0,"",1083.66,300.14
1372,"Lady Antebellum","Need You Now",2010,7,"top40",1744.81,308.1
1373,"Michael Jackson & Justin Timberlake","Love Never Felt So Good",2014,11,"top40",1873.04,186.43
1374,"U2","Angel Of Harlem",1988,8,"top40",1202.54,158.59
1375,"Counting Crows","Accidentally In Love",2004,15,"top40",1609.17,252.44
1376,"Bruce Springsteen","Brilliant Disguise",1987,15,"top40",1202.34,348.12
1377,"Zager & Evans","In The Year 2525",1969,1,"top40",709.74,271.53
1378,"Prince","Controversy",1981,27,"top40",1038.62,281.08
1379,"Crowded House","Into Temptation",1989,12,"top40",1244.51,278.89
1380,"Alannah Myles","Black Velvet",1990,3,"top40",1266.89,338.4
1381,"U2","City Of Blinding Lights",2004,3,"top40",1597.01,272.14
1382,"Michael Bublé","Home",2004,0,"",1603.65,246.34
1383,"Living Colour","Love Rears Its Ugly Head",1990,12,"top40",1247.16,293.19
1384,"Nick & Simon","Kijk Omhoog",2007,6,"top40",1670.75,274.38
1385,"Deep Purple","Black Night",1970,11,"top40",761.84,164.34
1386,"Alanis Morissette","Thank You",1998,7,"top40",1456.07,208.99
1387,"Earth & Fire","Song Of The Marching Children",1971,0,"",794.6,238.3
1388,"Counting Crows","Round Here",1993,0,"",1326.78,289.36
1389,"The Isley Brothers","The Highways Of My Life",1973,0,"",840.06,165.2
1390,"Steve Miller Band","Fly Like An Eagle",1976,27,"top40",902.87,299.05
1391,"Mink DeVille","Spanish Stroll",1977,3,"top40",922.62,186.41
1392,"Bruce Springsteen","Working On A Dream",2008,0,"",1695.04,297.43
1393,"Eels","Novocaine For The Soul",1996,0,"",1409.85,179.24
1394,"Rowwen Hèze","Bestel Mar",1992,13,"top40",1320.58,279.41
1395,"Saybia","The Day After Tomorrow",2002,0,"",1546.18,292.64
1396,"Paul Simon","Still Crazy After All These Years",1975,0,"",897.62,141.28
1397,"Fatboy Slim","Praise You",1998,32,"top40",1440.37,244.16
1398,"Twenty One Pilots","Stressed Out",2016,3,"top40",1911.84,195.49
1399,"Passenger","Holes",2013,34,"top40",1830.59,216.54
1400,"Wham","Wake Me Up Before You Gogo",1984,1,"top40",1098.08,167.93
1401,"Santa Esmeralda","Don't Let Me Be Misunderstood",1977,5,"top40",961.02,285.51
1402,"Herman Brood","Still Believe",1978,30,"top40",945.21,143.62
1403,"Rob de Nijs","Banger Hart",1996,1,"top40",1409.25,327.73
1404,"Frank Sinatra","Theme From 'New York, New York'",1980,5,"top40",1028.91,211.66
1405,"Elvis Presley","Burning Love",1972,19,"top40",815.33,330.67
1406,"Gladys Knight & The Pips","Midnight Train To Georgia",1973,27,"top40",853.11,236.6
1407,"Leonard Cohen","You Want It Darker",2016,0,"",1917.73,207.57
1408,"Tom Waits","Tom Traubert's Blues",1976,0,"",881.69,265.35
1409,"Prince","Little Red Corvette",1983,0,"",1098.46,109.24
1410,"Paul Kalkbrenner","Sky And Sand",2008,12,"top40",1692.18,289.83
1411,"Xavier Rudd","Follow The Sun",2016,23,"top40",1918.14,287.71
1412,"Joni Mitchell","Both Sides Now",1967,0,"",681.92,332.5
1413,"Aerosmith","Love In An Elevator",1989,9,"top40",1226.75,243.71
1414,"Crowded House","Weather With You",1992,11,"top40",1315.72,306.79
1415,"Lorde","Royals",2013,4,"top40",1826.97,261.81
1416,"Beyoncé","If I Were A Boy",2008,1,"top40",1704.39,266.28
1417,"René Klijn","Mr. Blue",1993,1,"top40",1343.84,331.11
1418,"Mr. Mister","Broken Wings",1986,3,"top40",1138.6,210.1
1419,"Toto","Pamela",1988,9,"top40",1210,155.18
1420,"The Rolling Stones","As Tears Go By",1966,2,"top40",650.95,175.13
1421,"George Ezra","Budapest",2014,3,"top40",1855.26,211.51
1422,"The Doors","Break On Through (To The Other Side)",1967,0,"",682.27,299.65
1423,"Jean Michel Jarre","Oxygene IV",1977,4,"top40",938.6,344.57
1424,"Fleetwood Mac","Big Love",1987,4,"top40",1203.69,150.15
1425,"Imagine Dragons","On Top Of The World",2013,10,"top40",1841.69,261.65
1426,"Johnny Cash","San Quentin (live At San Quentin)",1969,0,"",743.9,216.07
1427,"Ella Fitzgerald & Louis Armstrong","Summertime",1957,0,"",448.43,241.69
1428,"Billy Joel","Honesty",1979,28,"top40",1004.41,290.76
1429,"Birdy","Skinny Love",2011,2,"top40",1768.92,205.95
1430,"Madonna","Live To Tell",1986,3,"top40",1174.69,176.18
1431,"The Doors","Love Her Madly",1971,9,"top40",795.9,259.66
1432,"Vandenberg","Burning Heart",1983,19,"top40",1083.78,238.64
1433,"Dan Hartman","Relight My Fire",1980,3,"top40",1028.2,284.99
1434,"Frank Sinatra","I've Got You Under My Skin",1956,0,"",419.48,242.5
1435,"Muse","Sing For Absolution",2004,12,"top40",1615.14,331
1436,"Crosby, Stills, Nash & Young","Carry On",1970,0,"",721.06,285.49
1437,"Simon & Garfunkel","Cecilia",1970,2,"top40",772.23,281.54
1438,"The Rolling Stones","Lady Jane",1966,5,"top40",671.33,240.22
1439,"De Staat","Witch Doctor",2014,0,"",1851.39,332.05
1440,"Ray Charles","Georgia On My Mind",1960,0,"",518.18,282.37
1441,"Reinhard Mey","Gute Nacht Freunde",1974,14,"top40",855.84,334.92
1442,"The Script","Superheroes",2014,4,"top40",1855.63,289.33
1443,"Major Lazor & DJ Snake Feat Mo","Lean On",2015,1,"top40",1875.54,261.36
1444,"Boudewijn de Groot","Meester Prikkebeen",1968,0,"",699.44,208.03
1445,"U2","Sometimes You Can't Make It On Your Own",2004,4,"top40",1601.03,253.88
1446,"Whitney Houston","I Wanna Dance With Somebody",1987,1,"top40",1175.29,281.36
1447,"Roy Orbison","In Dreams",1963,0,"",578.63,273.55
1448,"Blind Melon","No Rain",1993,26,"top40",1350.02,257.7
1449,"Janis Ian","At Seventeen",1975,0,"",894.7,282.1
1450,"Foo Fighters","Times Like These",2002,0,"",1565.59,206.87
1451,"Neil Diamond","September Morn'",1979,0,"",1002.43,193.45
1452,"Twenty One Pilots","Heathens",2016,10,"top40",1911.76,294.36
1453,"Wet Wet Wet","Love Is All Around",1994,1,"top40",1358.82,336.85
1454,"Family Of The Year","Hero",2014,18,"top40",1848.65,293.59
1455,"De Dijk","De Blues Verlaat Je Nooit",2012,0,"",1803.37,163.35
1456,"Rihanna Feat. Mikky Ekko","Stay",2013,3,"top40",1818.63,301.43
1457,"The Beatles","She's Leaving Home",1967,0,"",666.63,208.4
1458,"Ellen Foley","We Belong To The Night",1979,1,"top40",989.03,342.23
1459,"Michel Sardou","Les Lacs Du Connemara",1982,9,"top40",1062.78,336.12
1460,"John Denver","Thank God I'm A Country Boy",1975,30,"top40",879.54,310.53
1461,"Norah Jones","Sunrise",2004,7,"tip",1605.84,260.29
1462,"Toto","Mushanga",1988,19,"top40",1209.06,227.47
1463,"Keane","Bend And Break",2005,27,"top40",1624.81,231.67
1464,"De Kast","Hart Van Mijn Gevoel",1999,8,"top40",1476.8,265.47
1465,"Hot Chocolate","Emma",1974,3,"top40",849.48,388.48
1466,"Dido","White Flag",2003,4,"top40",1569.88,297.89
1467,"MGMT","Kids",2008,0,"",1687.12,318.24
1468,"R.E.M.","Its The End Of The World",1987,0,"",1184.63,379.21
1469,"Anouk","Jerusalem",2005,20,"top40",1639.94,208.02
1470,"Coldplay","Charlie Brown",2011,25,"top40",1768.07,213.76
1471,"U2","Magnificent",2009,18,"top40",1714.01,294.9
1472,"ABBA","One Of Us",1981,1,"top40",1033.9,226.44
1473,"Amanda Marshall","Beautiful Goodbye",1995,22,"top40",1382.21,266.3
1474,"Ed Sheeran","Lego House",2012,12,"top40",1804.26,209.97
1475,"The Robert Cray Band","Right Next Door",1987,2,"top40",1175.28,334.82
1476,"Cat Stevens","Lady D'Arbanville",1970,2,"top40",759.46,184.86
1477,"Beastie Boys","Intergalactic",1998,15,"top40",1453.93,284.54
1478,"Queen","You Don't Fool Me",1996,21,"top40",1403.21,241.55
1479,"Birdy","People Help The People",2011,5,"top40",1781.73,228.56
1480,"The Jam","A Town Called Malice",1980,7,"top40",1033.47,217.96
1481,"U2 & Green Day","The Saints Are Coming",2006,1,"top40",1655.34,258.42
1482,"Chris Isaak","Blue Hotel",1987,31,"top40",1197.18,355.13
1483,"Matthias Reim","Verdammt Ich Lieb' Dich",1990,1,"top40",1242.17,201.24
1484,"Marco Borsato & Ali B","Wat Zou Je Doen",2004,1,"top40",1594.48,309.27
1485,"Reinhard Mey","Als De Dag Van Toen",1975,2,"top40",863.62,336.75
1486,"The Monkees","I'm A Believer",1966,1,"top40",672.04,232.9
1487,"Snowy White","Bird Of Paradise",1984,6,"top40",1102.34,230.35
1488,"Earth & Fire","Memories",1972,1,"top40",811.82,154.12
1489,"UB40","Food For Thought",1980,4,"top40",1025.44,176.89
1490,"Cliff Richard & The Young Ones","Living Doll",1986,1,"top40",1159.65,195.22
1491,"Coldplay","The Hardest Part",2006,25,"top40",1655.81,274.22
1492,"Alice In Chains","Rooster",1992,0,"",1306.71,174.55
1493,"Carpenters","Yesterday Once More",1973,7,"top40",817.69,275.14
1494,"M.A.S.H.","Suicide Is Painless",1970,4,"top40",764.39,372.09
1495,"Stef Bos","Ik Heb Je Lief",1992,0,"",1295.89,334.42
1496,"Santana","Oye Como Va",1971,27,"top40",780.07,313.25
1497,"Vitesse","Rosalyn",1982,9,"top40",1052.71,156.43
1498,"Pixies","Monkey Gone To Heaven",1989,0,"",1225.23,214.12
1499,"Coldplay","Life In Technicolor II",2009,15,"top40",1739.57,289.35
1500,"Toto","I'll Be Over You",1986,31,"top40",1159.36,205.94
1501,"The Beatles","For No One",1966,0,"",653.11,316.18
1502,"The Beatles","Yellow Submarine",1966,1,"top40",648.43,260.38
1503,"Genesis","No Son Of Mine",1991,8,"top40",1281.46,359.83
1504,"Focus","Sylvia",1972,9,"top40",799.41,325.7
1505,"Paul Simon","Late In The Evening",1980,9,"top40",1004.32,306.59
1506,"Bruno Mars","Treasure",2013,11,"top40",1836.74,282.87
1507,"The Who","Behind Blue Eyes",1971,34,"top40",767.28,180.44
1508,"Phil Collins & Philip Bailey","Easy Lover",1985,1,"top40",1137.56,218.02
1509,"Frank Zappa","Dancin' Fool",1979,19,"tip",1002.52,357.26
1510,"Kane","No Surrender",2009,3,"top40",1722.65,200.27
1511,"Brian May","Too Much Love Will Kill You",1992,1,"top40",1303.28,147.52
1512,"Jefferson Airplane","Somebody To Love",1970,3,"top40",750.46,331.27
1513,"Marco Borsato","Waarom Nou Jij",1994,1,"top40",1376.37,241.03
1514,"Earth & Fire","Weekend",1979,1,"top40",961.18,293.71
1515,"The Smiths","How Soon Is Now",1984,0,"",1126.76,369.04
1516,"Steve Harley & Cockney Rebel","Make Me Smile (Come Up And See Me)",1975,6,"top40",879.56,378.71
1517,"Foreigner","Cold As Ice",1977,13,"top40",924.61,317
1518,"Barbra Streisand","The Way We Were",1973,0,"",845.97,229.22
1519,"Dire Straits","So Far Away",1985,31,"top40",1140.75,181.29
1520,"Yes","Yours Is No Disgrace",1971,23,"tip",798.09,187.8
1521,"Robbie Williams","She's The One",1999,29,"top40",1473.76,242.81
1522,"Simply Red","Fairground",1995,6,"top40",1384.17,251.18
1523,"2Pac & Dr. Dre","California Love",1996,10,"top40",1406,224.69
1524,"Bruce Hornsby & The Range","The Way It Is",1986,1,"top40",1152.24,343.29
1525,"Michael Jackson","Rock With You",1979,0,"",962.19,138.56
1526,"Paolo Nutini","New Shoes",2006,0,"",1653.83,222.04
1527,"Neil Diamond","Love On The Rocks",1980,13,"top40",1023.24,142.76
1528,"Willeke Alberti","Telkens Weer",1975,0,"",880.37,366.9
1529,"Al Stewart","On The Border",1977,5,"top40",959.9,189.68
